,label,site,site.code,sub.site,sub.site.code,transect,trans,site.label,date,season,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr,rug,lat,lon,d.range.code,depth.range,depth,t.length,t.width,t.area,family ,order,sp.code,sp.rich,sp.length,species,sp.n,data.origin
2519,PCS4CFP,PORTO CESAREO,PCS,4,4PCS,C,1427,PCS4CFP,,Summer,YES,2,16654,173,1997,10,1.23,40.212,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,10,,Sarpa.salpa,5,Sala - PEW
2520,PCS4CFP,PORTO CESAREO,PCS,4,4PCS,C,1427,PCS4CFP,,Summer,YES,2,16654,173,1997,10,1.23,40.212,17.918,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,10,,Serranus.scriba,2,Sala - PEW
2521,PCS4CFP,PORTO CESAREO,PCS,4,4PCS,C,1427,PCS4CFP,,Summer,YES,2,16654,173,1997,10,1.23,40.212,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SPICARA,10,,Spicara.maena,20,Sala - PEW
2522,PCS4CFP,PORTO CESAREO,PCS,4,4PCS,C,1427,PCS4CFP,,Summer,YES,2,16654,173,1997,10,1.23,40.212,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SPON,10,,Spondyliosoma.cantharus,1,Sala - PEW
2524,PCS4CFP,PORTO CESAREO,PCS,4,4PCS,C,1427,PCS4CFP,,Summer,YES,2,16654,173,1997,10,1.23,40.212,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,10,,Symphodus.tinca,4,Sala - PEW
2526,PCS4CFP,PORTO CESAREO,PCS,4,4PCS,C,1427,PCS4CFP,,Summer,YES,2,16654,173,1997,10,1.23,40.212,17.918,3,08-‹š”,10,25,5,125,Tripterygiidae,Perciformes,TRIP,10,,Tripterygion.delaisi,1,Sala - PEW
2527,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Apogonidae,Perciformes,AI,8,,Apogon.imberbis,2,Sala - PEW
2528,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,8,,Chromis.chromis,80,Sala - PEW
2536,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CINE,8,,Symphodus.cinereus,1,Sala - PEW
2529,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,8,,Coris.julis,4,Sala - PEW
2531,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,8,,Diplodus.vulgaris,2,Sala - PEW
2538,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,8,,Thalassoma.pavo,2,Sala - PEW
2533,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Pomatomidae,,POMA,8,,Pomatomus.saltatrix,1,Sala - PEW
2534,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Scorpaenidae,Scorpaeniformes,PORC,8,,Scorpaena.porcus,1,Sala - PEW
2532,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Bleniidae,Perciformes,PR,8,,Parablennius.rouxi,1,Sala - PEW
2530,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,8,,Diplodus.sargus,2,Sala - PEW
2535,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,8,,Serranus.scriba,2,Sala - PEW
2537,PCS5AFP,PORTO CESAREO,PCS,5,5PCS,A,1428,PCS5AFP,,Summer,YES,2,16654,173,1997,10,1.33,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,8,,Symphodus.tinca,3,Sala - PEW
2539,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Apogonidae,Perciformes,AI,11,,Apogon.imberbis,4,Sala - PEW
2547,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,11,,Serranus.cabrilla,2,Sala - PEW
2540,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,11,,Chromis.chromis,40,Sala - PEW
2541,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,11,,Coris.julis,4,Sala - PEW
2542,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPP,11,,Diplodus.puntazzo,1,Sala - PEW
2544,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,11,,Diplodus.vulgaris,4,Sala - PEW
2549,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DOD,11,,Symphodus.doderleini,2,Sala - PEW
2545,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Gobiidae,Perciformes,GB,11,,Gobius.buccichi,2,Sala - PEW
2551,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,11,,Thalassoma.pavo,1,Sala - PEW
2546,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Bleniidae,Perciformes,PR,11,,Parablennius.rouxi,1,Sala - PEW
2543,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,11,,Diplodus.sargus,2,Sala - PEW
2548,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,11,,Serranus.scriba,2,Sala - PEW
2550,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,11,,Symphodus.tinca,2,Sala - PEW
2552,PCS5BFP,PORTO CESAREO,PCS,5,5PCS,B,1429,PCS5BFP,,Summer,YES,2,16654,173,1997,10,1.22,40.198,17.917,3,08-‹š”,10,25,5,125,Tripterygiidae,Perciformes,TRIP,11,,Tripterygion.delaisi,2,Sala - PEW
2561,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,8,,Serranus.cabrilla,1,Sala - PEW
2553,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,8,,Chromis.chromis,70,Sala - PEW
2554,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,8,,Coris.julis,8,Sala - PEW
2555,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,8,,Diplodus.annularis,1,Sala - PEW
2557,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,8,,Diplodus.vulgaris,3,Sala - PEW
2564,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DOD,8,,Symphodus.doderleini,1,Sala - PEW
2558,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Gobiidae,Perciformes,GB,8,,Gobius.buccichi,1,Sala - PEW
2559,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Bleniidae,Perciformes,PR,8,,Parablennius.rouxi,1,Sala - PEW
2556,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,8,,Diplodus.sargus,4,Sala - PEW
2560,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,8,,Sarpa.salpa,5,Sala - PEW
2565,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,8,,Symphodus.mediterraneus,1,Sala - PEW
2562,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SPICARA,8,,Spicara.maena,10,Sala - PEW
2563,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SPON,8,,Spondyliosoma.cantharus,2,Sala - PEW
2566,PCS5CFP,PORTO CESAREO,PCS,5,5PCS,C,1430,PCS5CFP,,Summer,YES,2,16654,173,1997,10,1.28,40.198,17.917,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,8,,Symphodus.tinca,5,Sala - PEW
2567,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,10,,Chromis.chromis,85,Sala - PEW
2577,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CINE,10,,Symphodus.cinereus,1,Sala - PEW
2568,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,10,,Coris.julis,14,Sala - PEW
2570,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,10,,Diplodus.vulgaris,6,Sala - PEW
2578,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DOD,10,,Symphodus.doderleini,1,Sala - PEW
2571,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Gobiidae,Perciformes,GB,10,,Gobius.buccichi,3,Sala - PEW
2582,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,10,,Thalassoma.pavo,3,Sala - PEW
2572,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Bleniidae,Perciformes,PR,10,,Parablennius.rouxi,2,Sala - PEW
2580,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROI,10,,Symphodus.roissali,1,Sala - PEW
2569,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,10,,Diplodus.sargus,4,Sala - PEW
2573,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,10,,Sarpa.salpa,10,Sala - PEW
2574,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,10,,Serranus.scriba,1,Sala - PEW
2576,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SMARIS,10,,Spicara.smaris,4,Sala - PEW
2579,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,10,,Symphodus.mediterraneus,1,Sala - PEW
2575,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Scaridae,Perciformes,SPAR,10,,Sparisoma.cretense,1,Sala - PEW
2581,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,10,,Symphodus.tinca,8,Sala - PEW
2583,PCS6AFP,PORTO CESAREO,PCS,6,6PCS,A,1431,PCS6AFP,,Summer,YES,2,16654,173,1997,10,1.11,40.193,17.918,3,08-‹š”,10,25,5,125,Tripterygiidae,Perciformes,TRIP,10,,Tripterygion.delaisi,1,Sala - PEW
2584,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Apogonidae,Perciformes,AI,9,,Apogon.imberbis,1,Sala - PEW
2585,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,9,,Chromis.chromis,50,Sala - PEW
2586,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,9,,Coris.julis,10,Sala - PEW
2587,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,9,,Diplodus.annularis,3,Sala - PEW
2589,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,9,,Diplodus.vulgaris,5,Sala - PEW
2596,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DOD,9,,Symphodus.doderleini,1,Sala - PEW
2590,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,LM,9,,Labrus.merula,1,Sala - PEW
2591,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,PAGRUS,9,,Pagrus.pagrus,1,Sala - PEW
2594,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Scorpaenidae,Scorpaeniformes,PORC,9,,Scorpaena.porcus,1,Sala - PEW
2592,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Bleniidae,Perciformes,PR,9,,Parablennius.rouxi,2,Sala - PEW
2598,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROS,9,,Symphodus.rostratus,1,Sala - PEW
2588,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,9,,Diplodus.sargus,7,Sala - PEW
2593,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,9,,Sarpa.salpa,6,Sala - PEW
2597,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,9,,Symphodus.mediterraneus,1,Sala - PEW
2595,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SPICARA,9,,Spicara.maena,20,Sala - PEW
2599,PCS6BFP,PORTO CESAREO,PCS,6,6PCS,B,1432,PCS6BFP,,Summer,YES,2,16654,173,1997,10,1.12,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,9,,Symphodus.tinca,10,Sala - PEW
2600,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Apogonidae,Perciformes,AI,12,,Apogon.imberbis,3,Sala - PEW
2609,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,12,,Serranus.cabrilla,2,Sala - PEW
2601,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,12,,Chromis.chromis,100,Sala - PEW
2602,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,12,,Coris.julis,16,Sala - PEW
2603,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPP,12,,Diplodus.puntazzo,2,Sala - PEW
2605,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,12,,Diplodus.vulgaris,4,Sala - PEW
2612,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DOD,12,,Symphodus.doderleini,1,Sala - PEW
2606,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Epinephelinae,Perciformes,ECOST,12,,Epinephelus.costae,1,Sala - PEW
2607,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,OBLA,12,,Oblada.melanura,20,Sala - PEW
2615,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,12,,Thalassoma.pavo,2,Sala - PEW
2608,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Bleniidae,Perciformes,PR,12,,Parablennius.rouxi,1,Sala - PEW
2604,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,12,,Diplodus.sargus,4,Sala - PEW
2610,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,12,,Serranus.scriba,2,Sala - PEW
2613,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,12,,Symphodus.mediterraneus,2,Sala - PEW
2611,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SPON,12,,Spondyliosoma.cantharus,1,Sala - PEW
2614,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,12,,Symphodus.tinca,4,Sala - PEW
2616,PCS6CFP,PORTO CESAREO,PCS,6,6PCS,C,1433,PCS6CFP,,Summer,YES,2,16654,173,1997,10,1.19,40.193,17.918,3,08-‹š”,10,25,5,125,Tripterygiidae,Perciformes,TRIP,12,,Tripterygion.delaisi,1,Sala - PEW
5088,PIP1AF,PIPERI,PIP,1,1PIP,A,1434,PIP1AF,,Summer,YES,1,438,438,1992,16,1.28,39.333,24.327,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,7,,Serranus.cabrilla,1,Sala - PEW
5083,PIP1AF,PIPERI,PIP,1,1PIP,A,1434,PIP1AF,,Summer,YES,1,438,438,1992,16,1.28,39.333,24.327,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,7,,Chromis.chromis,55,Sala - PEW
5084,PIP1AF,PIPERI,PIP,1,1PIP,A,1434,PIP1AF,,Summer,YES,1,438,438,1992,16,1.28,39.333,24.327,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,7,,Coris.julis,10,Sala - PEW
5086,PIP1AF,PIPERI,PIP,1,1PIP,A,1434,PIP1AF,,Summer,YES,1,438,438,1992,16,1.28,39.333,24.327,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,7,,Diplodus.vulgaris,1,Sala - PEW
5087,PIP1AF,PIPERI,PIP,1,1PIP,A,1434,PIP1AF,,Summer,YES,1,438,438,1992,16,1.28,39.333,24.327,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,OBLA,7,,Oblada.melanura,11,Sala - PEW
5091,PIP1AF,PIPERI,PIP,1,1PIP,A,1434,PIP1AF,,Summer,YES,1,438,438,1992,16,1.28,39.333,24.327,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,7,,Symphodus.ocellatus,1,Sala - PEW
5093,PIP1AF,PIPERI,PIP,1,1PIP,A,1434,PIP1AF,,Summer,YES,1,438,438,1992,16,1.28,39.333,24.327,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,7,,Thalassoma.pavo,9,Sala - PEW
